user_id1,teamchat_session_id1,date1,user_id2,teamchat_session_id2,date2,chat_item3,user_id3,date3,chatid14,chatid24,date4
738,6789,1464239424,1995,6925,1464309615,7568,1617,1464273628,7591,6977,1464273651
394,6875,1464239425,1596,6791,1464309619,7571,1709,1464273631,7594,7499,1464273654
1789,6819,1464241199,319,6857,1464311400,7576,650,1464273636,7610,6988,1464275401
428,6886,1464241200,1428,6984,1464313224,7577,1599,1464273637,7622,7371,1464275413
1873,6850,1464241201,668,6781,1464313230,7578,2022,1464273638,7623,7442,1464275414
464,6888,1464241202,252,6810,1464313236,7580,985,1464273640,7624,7433,1464275415
2089,6889,1464241203,1839,6780,1464313244,7592,30,1464273652,7628,7612,1464275419
1768,6891,1464241205,305,6943,1464316829,7593,1231,1464273653,7633,7102,1464275424
611,6809,1464242999,936,6949,1464316832,7594,388,1464273654,7636,7030,1464275427
951,6903,1464243000,1482,6787,1464316833,7595,2034,1464273655,7638,7503,1464275429
240,6783,1464243001,128,6810,1464316841,7608,2095,1464275399,7656,7434,1464275447
1792,6792,1464243004,1994,6858,1464322200,7609,936,1464275400,7662,6864,1464275453
88,6821,1464243006,834,6819,1464322206,7610,128,1464275401,7664,7592,1464275455
1318,6910,1464243007,394,6875,1464322209,7613,1671,1464275404,7672,7295,1464277199
97,6911,1464243008,288,6868,1464322210,7618,1029,1464275409,7682,7428,1464277209
1559,6912,1464243009,987,6925,1464322221,7620,834,1464275411,7693,7506,1464277220
1574,6850,1464243010,1506,6780,1464322229,7625,252,1464275416,7694,7501,1464277221
329,6914,1464243011,1935,6799,1464324029,7630,2022,1464275421,7697,7336,1464277224
1709,6866,1464243013,674,6778,1464324038,7633,560,1464275424,7714,7285,1464279006
1494,6859,1464243014,2033,6791,1464324040,7636,1494,1464275427,7722,7320,1464279014
257,6792,1464243015,1868,6888,1464325811,7637,1789,1464275428,7732,7440,1464279024
1482,6787,1464243016,388,6795,1464325824,7640,1789,1464275431,7738,7150,1464279030
642,6920,1464243017,789,6796,1464325833,7644,294,1464275435,7744,7478,1464279036
1085,6910,1464243018,631,6789,1464325834,7646,2047,1464275437,7745,7619,1464279037
500,6922,1464243019,1844,6956,1464325846,7656,507,1464275447,7748,7503,1464279040
502,6799,1464243021,1847,6779,1464325849,7658,1033,1464275449,7757,7714,1464279049
1995,6925,1464243022,80,6791,1464329399,7659,2022,1464275450,7784,6954,1464282602
1237,6819,1464243023,240,6783,1464331200,7660,843,1464275451,7785,7514,1464282603
1095,6792,1464243026,1978,7212,1464331208,7664,30,1464275455,7801,7595,1464284407
1220,6859,1464243027,265,6819,1464331217,7682,698,1464277209,7806,7364,1464284412
1658,6782,1464243028,1996,6858,1464331218,7684,1792,1464277211,7813,7675,1464284419
365,6819,1464243029,560,6925,1464331221,7687,1550,1464277214,7815,7543,1464284421
968,6911,1464243030,2050,6794,1464334812,7693,915,1464277220,7816,7803,1464284422
1398,6780,1464243034,1450,6794,1464334818,7695,1819,1464277222,7819,7102,1464284425
2004,6925,1464243035,1638,7347,1464334826,7707,611,1464278999,7833,7209,1464284439
1204,6776,1464243037,254,7024,1464334828,7710,650,1464279002,7844,7718,1464286199
696,6943,1464243040,2067,6784,1464336625,7711,194,1464279003,7849,7728,1464286204
1487,6800,1464243042,1975,6949,1464340205,7714,283,1464279006,7851,7449,1464286206
1816,6946,1464243043,417,6789,1464342002,7717,1428,1464279009,7872,7400,1464288007
426,6797,1464243044,982,7443,1464342015,7736,507,1464279028,7880,7019,1464288015
2093,6922,1464243045,131,6974,1464345610,7740,999,1464279032,7897,7273,1464289802
1001,6949,1464243046,137,8205,1464345620,7750,1994,1464279042,7900,7478,1464289805
1037,6951,1464243048,428,6886,1464345632,7783,863,1464282601,7906,7375,1464289811
869,6809,1464243049,1768,6891,1464347401,7790,97,1464282608,7909,7092,1464289814
1165,6914,1464243050,412,6778,1464347419,7795,1033,1464284401,7913,7413,1464289818
280,6956,1464243053,853,7212,1464349202,7798,30,1464284404,7916,6936,1464289821
2075,6854,1464243054,968,6911,1464349232,7801,2034,1464284407,7917,7389,1464289822
1741,6799,1464244799,759,6857,1464351001,7802,1482,1464284408,7918,7179,1464289823
1848,6949,1464244801,1356,6783,1464351005,7803,1192,1464284409,7920,7254,1464289825
743,6922,1464244804,1366,6810,1464351039,7809,2066,1464284415,7921,6861,1464289826
507,6813,1464244805,1989,6782,1464354611,7816,1514,1464284422,7926,7817,1464289831
1991,6850,1464244806,1506,6780,1464354614,7818,1165,1464284424,7928,7351,1464289833
1110,6973,1464244808,1978,7212,1464354618,7822,257,1464284428,7931,7745,1464289836
2006,6974,1464244809,388,6795,1464354644,7824,240,1464284430,7937,7835,1464289842
252,6810,1464244810,423,6925,1464356422,7834,886,1464284440,7950,7272,1464291599
333,6811,1464244813,669,6984,1464358200,7849,1441,1464286204,7953,7819,1464291602
230,6853,1464244814,1110,6973,1464358203,7868,63,1464288003,7959,7865,1464291608
719,6792,1464244816,1649,6857,1464358223,7869,1118,1464288004,7960,7478,1464291609
412,6778,1464244817,431,6810,1464358239,7870,350,1464288005,7965,7449,1464291614
996,6984,1464244819,789,6796,1464358241,7876,1034,1464288011,7968,7340,1464291617
1573,6777,1464244822,319,6857,1464358242,7899,1793,1464289804,7969,7695,1464291618
1268,6791,1464244824,1118,6850,1464360004,7905,876,1464289810,7970,7457,1464291619
1450,6794,1464244826,365,6819,1464360023,7915,1285,1464289820,7972,7091,1464291621
1926,7007,1464246599,1754,6810,1464360031,7919,554,1464289824,7975,7410,1464291624
1127,7008,1464246600,62,6792,1464361828,7927,483,1464289832,7980,7822,1464291629
1056,6780,1464246603,1688,7024,1464363608,7955,196,1464291604,7984,7186,1464291633
2067,6784,1464246605,1793,7058,1464363648,7974,1658,1464291623,7986,7927,1464291635
1975,6949,1464246606,1241,6785,1464365409,7988,339,1464291637,7988,7481,1464291637
1302,7022,1464246614,1882,6925,1464369014,7990,602,1464291639,7989,7761,1464291638
254,7024,1464246616,861,6925,1464369023,7993,222,1464291642,7990,7390,1464291639
1324,6821,1464246617,394,6875,1464370823,7999,1428,1464291648,7992,7991,1464291641
222,6778,1464246618,461,6787,1464372604,8017,650,1464293403,7993,7474,1464291642
1525,7028,1464246620,1989,6782,1464372605,8018,388,1464293404,7994,7625,1464291643
209,6784,1464246621,1574,6850,1464372618,8022,674,1464293408,7998,7099,1464291647
125,6973,1464246624,1975,6949,1464372623,8027,502,1464293413,8015,7397,1464293401
442,7035,1464246627,305,6943,1464372633,8031,431,1464293417,8024,7761,1464293410
253,6863,1464246628,1192,7212,1464372643,8037,456,1464293423,8027,6870,1464293413
876,6920,1464246629,336,9079,1464376227,8046,1665,1464293432,8028,7678,1464293414
198,7038,1464246630,1305,6925,1464379822,8066,936,1464295212,8036,7033,1464293422
1287,6790,1464246631,521,6809,1464379827,8069,497,1464295215,8042,7552,1464293428
834,6819,1464246632,214,6800,1464379848,8070,1658,1464295216,8043,7081,1464293429
698,6781,1464246634,1130,9529,1464379852,8076,1378,1464295222,8044,7816,1464293430
985,6925,1464246635,1118,6850,1464379861,8079,1793,1464295225,8046,7651,1464293432
14,6782,1464246637,1127,7008,1464381612,8085,1548,1464295231,8057,7575,1464295203
2047,6889,1464246640,1450,6794,1464381613,8091,1256,1464295237,8061,7049,1464295207
1920,6956,1464246645,257,6792,1464381632,8104,1671,1464295250,8065,6840,1464295211
1769,7024,1464246647,554,6820,1464381638,8122,602,1464297002,8066,7041,1464295212
423,6925,1464246649,1189,7280,1464381639,8134,1107,1464297014,8069,7624,1464295215
1248,7058,1464246650,630,6785,1464383411,8137,1839,1464297017,8072,7233,1464295218
431,6810,1464246653,667,6783,1464385199,8140,1153,1464297020,8076,7286,1464295222
1506,6780,1464248405,1302,7022,1464385217,8141,1136,1464297021,8078,7205,1464295224
339,6778,1464248407,556,6809,1464385245,8145,1107,1464297025,8080,7684,1464295226
1896,6974,1464248410,1935,6799,1464387002,8150,1535,1464297030,8083,7681,1464295229
1225,6850,1464248411,412,6778,1464387012,8179,230,1464298814,8086,7903,1464295232
1272,6777,1464248412,1617,7024,1464387024,8203,507,1464298838,8087,7613,1464295233
1259,6853,1464248417,1789,6819,1464388799,8204,350,1464298839,8090,8039,1464295236
2034,6781,1464248419,759,6857,1464390600,8208,696,1464298843,8100,7283,1464295246
388,6795,1464248421,1354,6789,1464392407,8230,1285,1464300609,8109,7575,1464295255
199,6818,1464248424,1225,6850,1464394201,8234,178,1464300613,8125,7961,1464297005
37,7104,1464248427,1535,6795,1464394226,8238,1665,1464300617,8131,7336,1464297011
1972,6789,1464248429,37,7104,1464394234,8239,1873,1464300618,8141,7030,1464297021
350,6777,1464248430,602,6813,1464394240,8244,2064,1464300623,8151,7544,1464297031
1354,6789,1464248433,1991,6850,1464396001,8251,1996,1464300630,8152,7109,1464297032
936,6949,1464248437,69,6853,1464397806,8252,423,1464300631,8153,7674,1464297033
915,7104,1464248439,1019,6817,1464397809,8256,37,1464300635,8164,7289,1464298799
1935,6799,1464248440,985,6925,1464399605,8258,1356,1464300637,8166,7091,1464298801
1107,6796,1464248442,1588,6776,1464399624,8265,1999,1464300644,8167,7398,1464298802
735,6792,1464250201,1125,6792,1464399641,8266,685,1464300645,8172,7050,1464298807
1882,6925,1464250205,311,6866,1464401406,8281,1398,1464302403,8176,6958,1464298811
30,7008,1464250206,2100,6791,1464401413,8286,1514,1464302408,8179,7930,1464298814
196,6789,1464250207,1819,6838,1464401427,8287,1550,1464302409,8188,7875,1464298823
1084,6778,1464250208,1816,6946,1464401437,8290,1285,1464302412,8193,8014,1464298828
1817,7058,1464250210,834,6819,1464403202,8298,1285,1464302420,8194,8044,1464298829
1671,6858,1464250211,263,6925,1464403221,8299,1272,1464302421,8196,7930,1464298831
1959,6820,1464250212,1926,7007,1464403227,8300,1920,1464302422,8199,7930,1464298834
148,6974,1464250221,449,6778,1464403233,8302,368,1464302424,8204,7371,1464298839
1241,6785,1464250224,442,7035,1464403244,8317,1882,1464304208,8209,7982,1464298844
1253,7058,1464252003,291,6815,1464403253,8338,1305,1464306000,8221,7928,1464300600
20,6799,1464252007,735,6792,1464406807,8344,14,1464306006,8227,7253,1464300606
31,6783,1464252014,1626,6778,1464406826,8350,1920,1464306012,8229,8074,1464300608
1428,6984,1464252015,131,6974,1464406838,8364,1033,1464307801,8238,8017,1464300617
1398,6780,1464252018,1754,6810,1464408607,8377,428,1464309600,8248,7313,1464300627
1035,6790,1464252023,674,6778,1464408616,8393,1935,1464309616,8249,7700,1464300628
1978,7212,1464253806,329,6914,1464410414,8398,886,1464309621,8255,7081,1464300634
631,6789,1464253807,1498,6795,1464414008,8399,611,1464309622,8256,7253,1464300635
216,6790,1464255599,1972,6789,1464415799,8400,1354,1464309623,8280,7934,1464302402
1285,7007,1464255603,767,6791,1464415805,8408,1305,1464309631,8281,8036,1464302403
1118,6850,1464257399,1482,6787,1464415822,8414,426,1464309637,8282,8202,1464302404
1029,7024,1464257403,311,6866,1464415823,8430,507,1464309653,8286,7816,1464302408
1665,6811,1464259199,1741,6799,1464415828,8440,174,1464311399,8287,7687,1464302409
1033,6818,1464259201,1095,6792,1464415830,8444,1153,1464311403,8288,7682,1464302410
577,7270,1464259204,20,6799,1464417632,8458,507,1464311417,8289,7873,1464302411
1514,7212,1464259205,230,6853,1464417637,8470,1441,1464313201,8301,8088,1464302423
1189,7280,1464259214,843,6809,1464419399,8476,1920,1464313207,8303,7589,1464302425
602,6813,1464259218,426,6797,1464419407,8484,631,1464313215,8308,7643,1464304199
987,6925,1464259224,388,6795,1464421225,8485,578,1464313216,8314,8140,1464304205
2004,6925,1464259227,40,6809,1464421231,8492,1162,1464313223,8318,8071,1464304209
128,6810,1464259230,1450,6794,1464423002,8500,554,1464313231,8320,7803,1464304211
442,7035,1464259232,698,6781,1464423010,8502,789,1464313233,8322,7804,1464304213
2022,6783,1464259233,423,6925,1464423020,8509,2100,1464313240,8323,7543,1464304214
513,6785,1464261000,1126,6888,1464423032,8515,1885,1464313246,8327,7707,1464304218
1305,6925,1464261001,128,6810,1464423060,8517,1816,1464313248,8338,7102,1464306000
1019,6817,1464261005,1441,6782,1464424833,8540,1128,1464315008,8343,7869,1464306005
1126,6888,1464261007,936,6949,1464426602,8545,1366,1464315013,8348,7367,1464306010
277,6838,1464262799,131,6974,1464426606,8550,724,1464315018,8349,7593,1464306011
2033,6791,1464262800,1514,7212,1464426626,8551,987,1464315019,8352,8319,1464306014
368,6792,1464262803,1237,6819,1464428406,8552,1237,1464315020,8364,7823,1464307801
1599,6782,1464262806,1204,6776,1464430215,8571,483,1464316799,8376,7917,1464309599
1649,6857,1464262811,2014,8474,1464430242,8572,1165,1464316800,8378,7440,1464309601
560,6925,1464262814,155,7008,1464433803,8573,497,1464316801,8379,7553,1464309602
1638,7347,1464262816,1926,7007,1464435621,8574,1617,1464316802,8381,7926,1464309604
621,6914,1464262817,1969,9671,1464435622,8581,1509,1464316809,8385,7449,1464309608
305,6943,1464262828,4,6888,1464435651,8586,125,1464316814,8397,7547,1464309620
683,6889,1464262829,339,6778,1464437424,8587,1258,1464316815,8398,7834,1464309621
2095,6889,1464262839,20,6799,1464437428,8609,1848,1464316837,8399,6923,1464309622
929,6797,1464262841,1244,6821,1464437433,8610,1882,1464316838,8401,8167,1464309624
263,6925,1464264599,1258,7058,1464437435,8614,502,1464316842,8407,7746,1464309630
1688,7024,1464264612,1033,6818,1464441003,8629,1994,1464318603,8415,8341,1464309638
2100,6791,1464264613,1162,6974,1464441010,8642,110,1464320402,8425,8301,1464309648
967,6783,1464264614,853,7212,1464441011,8643,1192,1464320403,8426,7823,1464309649
881,6974,1464264616,1225,6850,1464441015,8653,1617,1464320413,8427,7659,1464309650
1868,6888,1464264617,1085,6910,1464441024,8657,513,1464320417,8442,8131,1464311401
483,6779,1464264619,1110,6973,1464441027,8662,1847,1464320422,8443,8404,1464311402
283,6853,1464264620,1573,6777,1464441034,8663,1649,1464320423,8448,8207,1464311407
661,7432,1464266406,280,6956,1464441049,8673,1995,1464320433,8451,8400,1464311410
1550,6910,1464266411,2095,6889,1464441053,8675,1769,1464320435,8470,7158,1464313201
1819,6838,1464266413,1056,6780,1464442810,8692,1844,1464322201,8471,7621,1464313202
982,7443,1464266417,1037,6951,1464444605,8710,423,1464322219,8475,7677,1464313206
2066,6799,1464266428,577,7270,1464444628,8723,1574,1464322232,8488,7899,1464313219
1,7024,1464266429,1095,6792,1464444629,8727,1398,1464322236,8494,7930,1464313225
1994,6858,1464266430,265,6819,1464444645,8740,1606,1464324003,8497,7849,1464313228
1219,6854,1464268201,1999,6866,1464448202,8746,602,1464324009,8531,8070,1464314999
1535,6795,1464268204,1844,6956,1464448205,8750,1305,1464324013,8544,7762,1464315012
1617,7024,1464268207,1649,6857,1464448210,8752,1335,1464324015,8547,7297,1464315015
1231,6817,1464270005,1305,6925,1464448223,8756,2064,1464324019,8582,8390,1464316810
904,7505,1464270006,518,6782,1464450005,8761,1920,1464324024,8583,6939,1464316811
554,6820,1464270014,650,6811,1464450009,8763,62,1464324026,8584,8226,1464316812
449,6778,1464270016,533,6791,1464450017,8771,683,1464324034,8590,8383,1464316818
1070,6911,1464271799,1127,7008,1464450039,8779,1995,1464324042,8596,8099,1464316824
14,6782,1464273599,1972,6789,1464450041,8792,449,1464325801,8598,8021,1464316826
97,6911,1464273601,1506,6780,1464451814,8796,611,1464325805,8606,8087,1464316834
1019,6817,1464273605,1085,6910,1464453601,8810,1231,1464325819,8607,7896,1464316835
843,6809,1464273606,1965,8474,1464457204,8814,1220,1464325823,8608,8281,1464316836
1793,7058,1464273610,1253,7058,1464457209,8818,1192,1464325827,8610,7819,1464316838
178,6949,1464273627,582,7726,1464457217,8821,1817,1464325830,8612,7366,1464316840
1128,6792,1464273629,1012,6875,1464459002,8834,861,1464325843,8615,8518,1464316843
476,6863,1464273630,1627,6784,1464460801,8838,1769,1464325847,8629,7750,1464318603
667,6783,1464273641,2022,6783,1464460806,8839,554,1464325848,8631,7457,1464318605
2064,7280,1464273643,368,6792,1464460817,8841,987,1464325850,8639,8099,1464320399
1162,6974,1464273644,288,6868,1464464400,8876,1,1464331201,8640,7610,1464320400
1509,6889,1464273645,254,7024,1464464413,8882,1996,1464331207,8642,7131,1464320402
419,6858,1464273646,196,6789,1464466200,8884,1848,1464331209,8644,7287,1464320404
1606,6780,1464273648,803,6911,1464466222,8885,1029,1464331210,8645,7020,1464320405
701,6792,1464275405,1573,6777,1464466223,8886,1349,1464331211,8650,7112,1464320410
1839,6780,1464275408,1285,7007,1464466251,8902,1885,1464331227,8652,7154,1464320412
380,6792,1464275417,1688,7024,1464468010,8910,1769,1464331235,8655,7683,1464320415
1498,6795,1464275426,521,6809,1464468016,8936,125,1464333013,8660,8419,1464320420
456,6810,1464275432,698,6781,1464469799,8947,253,1464334801,8692,8423,1464322201
1192,7212,1464275443,280,6956,1464469808,8948,1231,1464334802,8694,7880,1464322203
578,7058,1464275446,319,6857,1464469810,8949,497,1464334803,8696,7747,1464322205
311,6866,1464275448,1703,7035,1464469824,8950,1482,1464334804,8703,7977,1464322212
844,7443,1464275452,1978,7212,1464469833,8953,412,1464334807,8711,7974,1464322220
194,6785,1464275454,240,6783,1464471601,8962,1672,1464334816,8737,7819,1464324000
999,6780,1464277200,1479,6794,1464471614,8966,915,1464334820,8740,8036,1464324003
557,6853,1464277216,792,6779,1464471615,8968,983,1464334822,8745,7637,1464324008
500,6922,1464277217,199,6818,1464473402,8976,735,1464334830,8747,7150,1464324010
1356,6783,1464279005,1349,6792,1464473407,8983,1482,1464334837,8749,8261,1464324012
240,6783,1464279013,1128,6792,1464475200,8984,915,1464334838,8754,8078,1464324017
969,7726,1464279018,148,6974,1464475205,9001,1237,1464336603,8772,7724,1464324035
1429,6776,1464279021,1051,6859,1464475227,9017,1125,1464336619,8776,8015,1464324039
80,6791,1464279023,674,6778,1464475228,9019,1935,1464336621,8790,8573,1464325799
110,6854,1464279025,194,6785,1464475249,9021,1231,1464336623,8791,7099,1464325800
1258,7058,1464279026,1302,7022,1464477004,9024,131,1464336626,8792,8071,1464325801
1599,6782,1464279027,2047,6889,1464477007,9028,967,1464336630,8795,8765,1464325804
497,7038,1464279029,1494,6859,1464477011,9030,985,1464336632,8803,8246,1464325812
1441,6782,1464279035,1126,6888,1464477014,9040,1118,1464336642,8835,8664,1464325844
2050,6794,1464279045,645,11208,1464477042,9058,1136,1464338399,8836,8402,1464325845
886,6910,1464279046,631,6789,1464477046,9072,257,1464340201,8864,7279,1464329401
1548,6776,1464279048,380,6792,1464477050,9078,2034,1464340207,8878,8644,1464331203
1996,6858,1464279050,49,7443,1464477053,9081,1996,1464340210,8890,7798,1464331215
1034,6794,1464279055,1709,6866,1464477059,9099,476,1464342008,8898,6941,1464331223
967,6783,1464282604,1192,7212,1464480616,9112,1136,1464342021,8904,6840,1464331229
1136,6859,1464282606,667,6783,1464480632,9119,513,1464342028,8905,8829,1464331230
1665,6811,1464284399,621,6914,1464482403,9120,1429,1464342029,8906,7622,1464331231
621,6914,1464284400,650,6811,1464482408,9144,288,1464345600,8908,6869,1464331233
1999,6866,1464284402,1087,6797,1464482430,9146,708,1464345602,8909,8301,1464331234
37,7104,1464284417,1335,6866,1464484204,9148,148,1464345604,8923,6958,1464333000
1244,6821,1464284432,1989,6782,1464486003,9151,1220,1464345607,8930,7560,1464333007
516,6784,1464284438,1287,6790,1464487808,9153,14,1464345609,8948,8810,1464334802
1087,6797,1464286207,1059,6811,1464487813,9157,277,1464345613,8956,7700,1464334810
685,7280,1464286208,1606,6780,1464487815,9162,1285,1464345618,8961,7798,1464334815
1920,6956,1464288014,1687,6820,1464489610,9165,1649,1464345621,8966,8227,1464334820
1084,6778,1464289828,838,6889,1464489618,9167,294,1464345623,8980,7289,1464334834
1703,7035,1464291600,1978,7212,1464491401,9171,240,1464345627,8984,8975,1464334838
861,6925,1464291601,502,6799,1464491402,9173,1378,1464345629,8985,8387,1464334839
556,6809,1464291620,1506,6780,1464491406,9178,305,1464345634,8999,8385,1464336601
1051,6859,1464291622,1153,7212,1464493209,9205,2066,1464347406,9002,8936,1464336604
428,6886,1464291627,1920,6956,1464493218,9209,1819,1464347410,9005,7479,1464336607
1349,6792,1464291651,280,6956,1464496812,9221,1033,1464347422,9008,8935,1464336610
724,6956,1464293405,1,7024,1464496815,9226,1792,1464347427,9009,8806,1464336611
1378,6956,1464293411,1428,6984,1464496816,9227,388,1464347428,9010,8379,1464336612
407,6777,1464295199,311,6866,1464496822,9230,876,1464347431,9011,7933,1464336613
1324,6821,1464295201,853,7212,1464498601,9248,1606,1464349204,9024,8492,1464336626
1318,6910,1464295213,764,6785,1464500419,9255,305,1464349211,9028,7833,1464336630
1153,7212,1464295223,1085,6910,1464504006,9257,1126,1464349213,9029,7642,1464336631
155,7008,1464295227,1118,6850,1464504049,9259,1975,1464349215,9035,8747,1464336637
423,6925,1464295240,500,6922,1464505799,9261,1873,1464349217,9039,6980,1464336641
1626,6778,1464295247,2100,6791,1464507600,9262,319,1464349218,9045,7131,1464336647
1839,6780,1464295253,521,6809,1464507602,9264,1709,1464349220,9046,8152,1464336648
1844,6956,1464297009,1672,6784,1464509407,9265,20,1464349221,9074,7717,1464340203
1305,6925,1464298804,1366,6810,1464509422,9287,1741,1464350999,9077,7021,1464340206
540,6783,1464298810,1311,6797,1464511207,9288,876,1464351000,9096,8767,1464342005
394,6875,1464298812,216,6790,1464511224,9299,63,1464351011,9100,8649,1464342009
767,6791,1464298818,1703,7035,1464513003,9301,1305,1464351013,9102,7015,1464342011
62,6792,1464298819,1165,6914,1464513005,9303,449,1464351015,9108,8196,1464342017
696,6943,1464298830,828,7104,1464513008,9307,683,1464351019,9110,7030,1464342019
137,8205,1464298840,333,6811,1464514815,9316,1996,1464351028,9116,8810,1464342025
1885,7443,1464298841,1926,7007,1464514837,9325,1428,1464351037,9120,8912,1464342029
1268,6791,1464300610,1398,6780,1464514845,9326,1244,1464351038,9133,7718,1464343799
853,7212,1464300612,305,6943,1464514849,9328,1509,1464351040,9148,9008,1464345604
